,address,name,company,salary,type,edubg,experience,welfareNum
1, 珠江路 ,电商客服4500+双休, 南京乐诊生物技术有限公司 ,4500-7000元/月,网络/在线客服,大专,不限,5
2, 南京 ,南京在线客服咨询（欢迎应届, 南京男健医院有限公司 ,5000-8000元/月,淘宝客服,中专,不限,2
3, 大行宫 ,话补+饭补+月薪过万高薪+销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
4, 南京 ,包住+五险一金+南京急招招生顾, 南京谐休教育咨询有限公司 ,5000-8000元/月,招生/课程顾问,大专,不限,4
5, 大行宫 ,你有梦想我提供舞台, 南京齐馨阁文化传播有限公司 ,5000-8000元/月,电话销售,不限,不限,5
6, 秦淮区 ,双休急招微商运营, 南京本草源 ,3000-5000元/月,网店运营,不限,不限,2
7, 茶南 ,话补+五险一金+售后专员, 南京曼塔克食品有限公司 ,面议,售前/售后服务,高中,1-2年,3
8, 滨江开… ,招聘采购人员兼发货, 南京宁力机械制造厂 ,3000-5000元/月,采购员,大专,不限,4
9, 东山 ,周末双休+五险一金+市场推广, 南京泓时企业管理有限公司 ,面议,市场经理/总监,大专,3-5年,4
10, 鼓楼周边 ,贷款催收专员（双休五险）, 南京卡罗帝亚贸易有限公司 ,5000-8000元/月,金融投资其他,技校,不限,3
11, 鼓楼区 ,新街口急聘医拍摄影师学。, 南京市鼓楼区梦之初摄影中心 ,3000-5000元/月,摄影师/摄像师,中专,不限,1
12, 应天西路 ,Java软件开发, 南京镭雅网络科技有限公司 ,面议,Java开发工程师,大专,1-2年,5
13, 建邺区 ,底薪4到8千健身咨询管家, 正势能健身 ,6000-12000元/月,运动健身其他,大专,不限,2
14, 中央门 ,游戏界面设计助理双休, 北京汇众益智科技有限公司南京… ,5000-8000元/月,游戏界面设计师,不限,不限,5
15, 浦口区 ,南京五险一金+业务员+包住全职, 南京然馨暖通工程有限公司 ,5000-8000元/月,销售代表,不限,不限,3
16, 鼓楼区 ,网络女主播（高薪包住）, 南京男博仕医疗投资管理有限公司 ,5000-8000元/月,主持人,中专,不限,5
17, 建邺区 ,客服（大堂助理）包吃住, 佳兆业物业管理（深圳）有限公… ,4500-5000元/月,客服专员/助理,中专,1年以下,2
18, 浦口区 ,桥北沃尔玛招聘网购主管, 沃尔玛（中国）投资有限公司 ,3000-5000元/月,客服经理/主管,大专,不限,3
19, 珠江路 ,周末双休+年底双薪+销售代表, 南京摩尔龙信息科技有限公司 ,8000-12000元/月,电话销售,高中,不限,3
20, 大行宫 ,话补+交通补助+饭补+展厅销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
21, 玄武门 ,高薪儿童影楼引导师+社保, 南京淘普儿童摄影有限公司 ,5000-8000元/月,摄影师/摄像师,不限,不限,5
22, 白下区 ,淘宝运营师助理应届生, 南京一科赛艇软件技术有限公司 ,3000-5000元/月,淘宝客服,高中,1年以下,3
23, 南京 ,信贷经理月薪8K, 宜信普惠信息咨询(北京)有限… ,8000-12000元/月,金融产品经理,大专,不限,3
24, 南京 ,电气工程师, 南京迦南比逊科技有限公司 ,5000-8000元/月,生产研发其他,大专,3-5年,3
25, 桥北 ,后场厨工切配粗加工包吃住, 南京市鼓楼区万诱引力火锅店 ,3700-5000元/月,配菜/打荷,不限,不限,3
26, 仙林 ,店长美甲师睫美师美容师, 南京关晓玲日用品店 ,5000-8000元/月,美容师,不限,1-2年,2
27, 南京 ,3K包住+五险招销售精英, 合肥秀一房地产营销策划有限公司 ,5000-8000元/月,置业顾问,不限,不限,5
28, 雨花台区 ,销售年薪30万等你来挑战, 南京利众置业投资集团有限公司 ,12000-20000元/月,房产经纪人,高中,不限,1
29, 珠江路 ,底薪8k年薪40万+五险, 南京梦诺园房地产经纪有限公司 ,9000-18000元/月,销售代表,不限,不限,5
30, 龙江 ,销售房产经纪人, 南京云房源软件服务有限公司腾… ,5000-10000元/月,房产经纪人,不限,不限,5
31, 南京 ,建邺区兴隆大街我爱我家, 南京我爱我家房屋租赁置换有限… ,5000-10000元/月,销售代表,中专,不限,4
32, 鼓楼区 ,销售助理, 深圳市云中鹤科技发展有限公司 ,面议,销售助理,大专,不限,5
33, 江宁区 ,二手房销售底薪加提成, 江苏中广置业有限公司 ,3000-6000元/月,销售助理,高中,1-2年,2
34, 玄武周边 ,高薪#包住#招游戏咨询, 南京风起长林 ,5000-8000元/月,VIP专员,不限,不限,1
35, 南京 ,月入过万等你来挑战, 南京中原房地产中介有限公司 ,8000-15000元/月,房产经纪人,不限,不限,3
36, 大厂 ,信用卡专员, 中国平安人寿保险股份有限公司… ,5000-8000元/月,业务拓展经理/主管,高中,不限,2
37, 浦口周边 ,电销专员无责底薪3000, 上海午阳投资管理有限公司 ,8000-12000元/月,电话销售,高中,1年以下,1
38, 大厂 ,高薪8K招电销, 南京顺盛房产经纪有限公司 ,5000-10000元/月,置业顾问,不限,不限,3
39, 秦淮区 ,行政人事助理, 中国人寿保险股份有限公司南京… ,3000-5000元/月,行政专员/助理,大专,不限,1
40, 建邺区 ,美容美体, 南京铭韵阁健康管理有限公司 ,8000-12000元/月,美体师,不限,不限,5
41, 南京 ,少儿中国舞老师, 南京市栖霞区小舞苗舞蹈培训中心 ,4000-8000元/月,教学/教务管理,大专,不限,4
42, 南京 ,平安碧桂园房产经纪人, 中国平安人寿保险股份有限公司… ,8000-12000元/月,招聘经理/主管,高中,不限,2
43, 秦虹 ,新房销售品牌项目高提成, 南京中原地产 ,4000-8000元/月,置业顾问,中专,不限,4
44, 桥北 ,浦口大洋屈臣氏法兰琳卡导, 垚跃（上海）品牌管理有限公司 ,3000-6000元/月,促销/导购员,不限,1-2年,3
45, 雨花台区 ,重型卡车修理工, 南京市江宁区克廷汽车修理部 ,7500-10000元/月,汽车修理工,不限,不限,2
46, 建邺区 ,渠道销售, 南京木喆石贸易有限公司 ,5000-8000元/月,销售助理,不限,不限,2
47, 将军大道 ,8K随车员+食宿+可学徒, 英华达（南京）科技有限公司 ,5800-8000元/月,物流专员/助理,不限,不限,5
48, 将军大道 ,5千食品厂+包吃住可大龄, 南京顶益食品有限公司 ,4500-5800元/月,普工,不限,不限,5
49, 雄州 ,小学英语教师, 腾智教育 ,3000-6000元/月,教师/助教,大专,1-2年,2
50, 江宁区 ,厂区巡逻保安交五险, 南京宁捷德电子科技有限公司 ,面议,保安,不限,1年以下,5
51, 将军大道 ,英华达160一天吃住全免, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
52, 南京 ,21世纪高薪诚聘经纪人, 21世纪不动产 ,6000-12000元/月,房产经纪人,高中,不限,1
53, 东山 ,3000底薪+提成+培训, 南京中原地产 ,10000-20000元/月,房产经纪人,不限,不限,4
54, 江宁区 ,5K普工+夫妻优先+食宿, 南京驰富电子科技有限公司 ,4500-5500元/月,普工,不限,不限,5
55, 江宁区 ,淘宝客服（品牌方总部）, 南京海锚电器制造有限公司 ,3000-4000元/月,淘宝客服,不限,不限,5
56, 玄武区 ,五险一金古岸美厅销售4K, 南京古竹千风艺术品有限公司 ,4000-8000元/月,销售代表,不限,不限,4
57, 鼓楼区 ,迎宾员底薪3600+, 常州市盛世成美餐饮有限公司 ,面议,迎宾/接待,不限,不限,0
58, 浦口区 ,高薪诚聘家装设计师, 南京然馨暖通工程有限公司 ,面议,装修装潢设计,中专,不限,3
59, 晓庄 ,带激情跟我干带你月薪过万, 南京好邻居房地产代理销售有限… ,8000-12000元/月,销售工程师,中专,不限,4
60, 雄州 ,好平台高提成自由度高, 好邻居房地产 ,5000-8000元/月,房产经纪人,不限,不限,2
61, 江宁区 ,安全员, 南京淮港 ,面议,安全管理/安全员,大专,3-5年,2
62, 新街口 ,销售代表双休高薪, 中国平安 ,12000-20000元/月,销售代表,大专,不限,4
63, 江宁区 ,送餐员8千+秦淮就近分配, 南京乐兹餐饮管理有限公司 ,6000-12000元/月,送餐员,不限,不限,5
64, 奥体 ,坐班全职淘宝美工, 南京双墨库机械设备有限公司 ,4500-5500元/月,淘宝美工,不限,1-2年,4
65, 南京 ,板式家具厂驻厂设计师, 南京唯马家具有限公司 ,面议,家具/家居用品设计,大专,3-5年,0
66, 南京 ,美容师保底5到8千, 南京市鼓楼区法丹丽美容中心 ,5000-8000元/月,美容师,不限,不限,4
67, 淳化 ,11185客服代表, 江苏同达通信技术有限责任公司 ,3000-5000元/月,客服专员/助理,大专,不限,1
68, 栖霞 ,人事专员助理+高薪+双休, 中国平安人寿保险股份有限公司… ,3000-5000元/月,招聘专员/助理,不限,不限,2
69, 将军大道 ,6千厂区（叉车工）可学徒, 华宝通讯（南京）有限公司 ,4500-6000元/月,铲车/叉车工,不限,不限,5
70, 南京 ,连锁店员五险白班交通便利, 上海传浦劳务派遣有限公司江宁… ,3400-3600元/月,店员/营业员,不限,不限,5
71, 江宁区 ,薪资4500聘请微信客服, 南京益启康程生物科技有限公司 ,5000-8000元/月,客服专员/助理,不限,不限,5
72, 中央门 ,顾问+高提成+高底薪, 南京好邻居房地产代理销售有限… ,5000-8000元/月,销售助理,高中,不限,1
73, 湖南路 ,3800收银8小时包吃住, 江苏飞达文化娱乐有限公司翠庭… ,3000-5000元/月,收银员,不限,不限,3
74, 禄口 ,加工中心学徒, 南京市江宁区顺泰精密机械厂 ,面议,学徒,技校,不限,0
75, 雨花台区 ,雨花台底薪5K电话销售, 南京寿乐生物科技有限公司 ,8000-10000元/月,客服专员/助理,大专,不限,5
76, 南京 ,新生儿摄影师, 南京开心果少儿影像有限公司 ,5000-8000元/月,摄影师/摄像师,不限,1-2年,2
77, 开发区 ,5K操作工+新人奖+夫妻, 南京宝龙电子科技有限公司 ,4500-5500元/月,普工,不限,不限,5
78, 南京 ,包住+五险一金+南京急招招生顾, 南京谐休教育咨询有限公司 ,5000-8000元/月,招生/课程顾问,大专,不限,4
79, 大行宫 ,你有梦想我提供舞台, 南京齐馨阁文化传播有限公司 ,5000-8000元/月,电话销售,不限,不限,5
80, 建邺区 ,x招聘帅哥送餐员+配车, 南京超集筷电子商务有限公司 ,6000-8000元/月,送餐员,不限,不限,2
81, 江浦 ,高薪诚聘2手房销售精英, 南京链家房地产经纪有限公司 ,6000-12000元/月,置业顾问,大专,不限,2
82, 南京周边 ,聘保安3500以上非中介, 中康伟业南京保安服务有限公司 ,面议,保安,不限,不限,4
83, 建邺区 ,江苏欣城行商业顾问, 南京欣城房地产经纪有限公司 ,10000-15000元/月,房产经纪人,大专,不限,3
84, 东山 ,汤森诚聘足疗技师, 汤森南京酒店管理有限公司 ,6000-10000元/月,足疗师,不限,不限,2
85, 迈皋桥 ,化学免费发被褥月4千5, 速聘 ,4200-5000元/月,普工,不限,不限,5
86, 开发区 ,招聘品保K6包食宿五险, 代傲电子控制（南京）有限公司 ,5000-8000元/月,产品管理,不限,不限,5
87, 江宁周边 ,5庆鸿科技招聘月薪5K, 庆鸿科技（南京）有限公司 ,3500-5000元/月,普工,不限,不限,5
88, 鼓楼周边 ,2400鼓楼金峰大厦保洁, 南京鼎鼎保洁服务有限公司 ,2000-3000元/月,保洁,不限,不限,1
89, 秦淮区 ,高薪进口家具销售顾问, 南京名都家居广场米哆家具店 ,5000-8000元/月,促销/导购员,中专,不限,4
90, 将军大道 ,南京华宝厂门口面试直招, 南京华宝通讯有限公司 ,3000-5000元/月,操作工,不限,不限,5
91, 秦淮周边 ,6.5小时+带薪休假五险, 南京易缘工艺品公司 ,3500-7000元/月,促销/导购员,中专,不限,3
92, 南京 ,母婴食品或用品货运司机, 南京朝子赞百货贸易有限公司 ,3500-5000元/月,货运司机,高中,1-2年,2
93, 禄口 ,高薪诚聘网络游戏推广, 南京谦然易从网络科技有限公司 ,3000-5000元/月,网络销售,不限,不限,3
94, 夫子庙 ,周末双休+话补+宝妈专场, 中国平安综合金融 ,6000-10000元/月,销售代表,不限,不限,5
95, 马群 ,商务文员（双休）, 南京卡西特蒙贸易有限责任公司 ,3000-3500元/月,其他职位,大专,不限,1
96, 湖南路 ,五星电器南京分部采销品管, 江苏五星电器有限公司 ,5000-8000元/月,品类管理,中专,1-2年,4
97, 栖霞区 ,LG食堂招聘妹子女月4K, 南京LG新港新技术有限公司 ,4000-4500元/月,普工,不限,不限,2
98, 滁州 ,行政专员/助理, 南京优加快标识有限公司 ,3000-5000元/月,行政专员/助理,中专,1-2年,4
99, 钓鱼台 ,夫子庙6K+聘快递员包住, 德邦物流 ,5000-8000元/月,快递员,不限,不限,5
100, 大行宫 ,房产销售西安门地铁口三千, 南京我爱我家房屋租赁置换有限… ,5000-8000元/月,区域销售,大专,不限,5
101, 水西门 ,内科医生, 南京远大中医医院有限公司 ,30000-50000元/月,内科医生,不限,不限,5
102, 江宁周边 ,叉车工, 南京爱捷运物流有限公司 ,4000-6000元/月,铲车/叉车工,中专,不限,5
103, 新街口 ,新楼盘案场助理, 中广置业 ,3000-6000元/月,文员,大专,不限,3
104, 南京 ,带薪旅游培训诚聘美容师, 南京市江宁区优朵拉美容美体中心 ,5000-8000元/月,美容师,不限,不限,3
105, 江宁区 ,华宝厂区免费招聘报名处, 南京华宝通讯有限公司 ,3500-5000元/月,普工,不限,不限,5
106, 溧水县 ,生产果冻工作轻松当天包住, 速聘 ,4000-5500元/月,普工,不限,不限,5
107, 滨江开… ,卧车工, 南京天华化学工程有限公司 ,3000-5000元/月,车工/铣工,高中,3-5年,3
108, 将军大道 ,新年产线园林工具生产制造, 速聘 ,3968-4880元/月,普工,不限,不限,5
109, 桥北 ,大华爱美颂店招销售精英, 南京美芝嘉房地产经纪有限公司 ,8000-12000元/月,销售代表,不限,不限,4
110, 建邺区 ,出云寿司聘学徒, 南京鸿楚餐饮管理有限公司 ,3000-5000元/月,学徒,不限,不限,2
111, 秦淮区 ,通信工程师实习包住4k, 软世通信息科技集团有限公司 ,5000-8000元/月,通信技术工程师,大专,不限,5
112, 江宁区 ,8K物流+包食宿+可学徒, 南京瀚宇彩欣科技有限责任公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
113, 栖霞区 ,招质检+普工+产线班组长, 南京莱斯康电子有限公司 ,3000-5000元/月,普工,不限,不限,5
114, 南京 ,诚聘正规足疗按摩师保六千, 御阁足道养生会馆 ,5000-8000元/月,足疗师,不限,不限,3
115, 秦淮区 ,双休急招微商运营, 南京本草源 ,3000-5000元/月,网店运营,不限,不限,2
116, 茶南 ,话补+五险一金+售后专员, 南京曼塔克食品有限公司 ,面议,售前/售后服务,高中,1-2年,3
117, 滨江开… ,招聘采购人员兼发货, 南京宁力机械制造厂 ,3000-5000元/月,采购员,大专,不限,4
118, 玄武区 ,销售专员+五险一金+双休, 中财讯瑞昌财学院股份有限公司 ,面议,店员/营业员,中专,不限,4
119, 常府街 ,销售代表, 南京祥宁康生物科技有限公司 ,5000-8000元/月,销售代表,不限,不限,5
120, 雨花台区 ,网络营销, 南京掌营互联网科技有限公司 ,4000-8000元/月,销售代表,不限,不限,5
121, 奥体 ,导购员, 南京云中央科技有限公司 ,3000-5000元/月,促销/导购员,高中,不限,5
122, 麒麟门 ,急招房产销售年薪30万, 我爱我家 ,5000-8000元/月,销售代表,中专,不限,4
123, 鼓楼周边 ,文员提供住宿4000元, 江苏电视台老当家栏目组 ,3000-5000元/月,客服专员/助理,高中,不限,2
124, 江宁区 ,跟车员8千白班+包吃住, 吉宝通讯（南京）有限公司 ,7600-8200元/月,物流专员/助理,不限,不限,5
125, 桥北 ,弘阳广场招聘设备维修工, 南京红太阳商业大世界有限公司 ,3000-5000元/月,设备管理维护,不限,不限,4
126, 秦虹 ,新房销售月入过万高提成, 南京中原地产 ,4000-8000元/月,置业顾问,不限,不限,4
127, 开发区 ,华宝高薪招聘+坐班包吃住, 华宝（南京）通讯科技有限公司 ,3800-5500元/月,普工,不限,不限,5
128, 南京 ,栖霞送外卖8千+食宿配车, 南京乐兹餐饮管理有限公司 ,6000-12000元/月,送餐员,不限,不限,5
129, 玄武区 ,五险一金古岸美厅销售4K, 南京古竹千风艺术品有限公司 ,4000-8000元/月,销售代表,不限,不限,4
130, 浦口 ,高薪诚聘装修业务员, 南京然馨暖通工程有限公司 ,面议,团购业务员,不限,不限,3
131, 将军大道 ,5千汽配厂+五险一金轻松, 南京羽屹汽车零部件有限公司 ,4500-5800元/月,普工,不限,不限,5
132, 中央门 ,房产置业顾问每月轻松万元, 南京好邻居房地产代理销售有限… ,5000-8000元/月,销售助理,高中,不限,1
133, 江宁区 ,6K普工+夫妻优先+食宿, 英华达（南京）科技有限公司 ,4200-6500元/月,普工,不限,不限,5
134, 南京 ,高薪诚聘销售+各种福利, 中国平安人寿保险股份有限公司… ,20000-25000元/月,销售代表,不限,不限,2
135, 南京 ,班次自选便利店店员学徒, 南京全时叁陆伍便利店有限公司 ,面议,店员/营业员,不限,不限,5
136, 禄口 ,仓管, 南京市江宁区顺泰精密机械厂 ,3000-5000元/月,仓库管理员,高中,3-5年,3
137, 江宁区 ,公司直聘行政双休+包吃住, 南京宁捷德电子科技有限公司 ,3800-4200元/月,行政专员/助理,不限,不限,5
138, 江宁区 ,德朔长白班两班倒男女不限, 速聘 ,4020-5120元/月,普工,不限,不限,5
139, 新街口 ,贷款专员双休高薪, 中国平安 ,12000-20000元/月,信贷管理/资信评估,大专,不限,4
140, 开发区 ,210/天坐着工作包食宿, 代傲电子控制（南京）有限公司 ,5000-8000元/月,装卸/搬运工,不限,不限,5
141, 湖南路 ,五星电器南京采销品类部长, 江苏五星电器有限公司 ,5000-8000元/月,销售经理/主管,大专,3-5年,4
142, 江宁区 ,工程土建资料员, 南京淮港 ,6000-7500元/月,资料员,不限,3-5年,2
143, 栖霞区 ,乐金包吃住月4K5待遇好, 南京LG新港新技术有限公司 ,4000-4500元/月,普工,不限,不限,4
144, 江宁区 ,华宝厂家免费招聘普工技工, 南京华宝通讯有限公司 ,3000-5000元/月,普工,不限,不限,5
145, 燕子矶 ,只要你够拼买房买车不梦, 南京好邻居房地产代理销售有限… ,5000-8000元/月,前台/接待,中专,不限,4
146, 高淳县 ,高淳华天名仕居电信导购, 南京卡西特蒙贸易有限责任公司 ,2000-3000元/月,店员/营业员,高中,不限,5
147, 滨江开… ,滨江开发区6K+聘快递员, 德邦物流 ,5000-8000元/月,快递员,不限,不限,3
148, 水西门 ,中医医生, 南京远大中医医院有限公司 ,30000-50000元/月,中医科医生,大专,10年以上,5
149, 秦淮区 ,接受转行游戏程序设计实习, 软世通信息科技集团有限公司 ,5000-8000元/月,游戏设计/开发,大专,不限,5
150, 栖霞区 ,T送餐员月入8千六险, 南京超集筷电子商务有限公司 ,6000-10000元/月,送餐员,不限,不限,2
151, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
152, 将军大道 ,8千厂区（随车员）可学徒, 英华达（南京）科技有限公司 ,5000-8000元/月,物流专员/助理,不限,不限,5
153, 东山 ,周末双休+五险一金+市场推广, 南京泓时企业管理有限公司 ,面议,市场经理/总监,大专,3-5年,4
154, 凤凰西街 ,底薪6000诚招按摩足疗, 轻心足疗 ,7000-10000元/月,足疗师,不限,不限,3
155, 江宁区 ,服装后道厂长主任主管8K, 民池后道 ,5000-8000元/月,厂长/副厂长,中专,10年以上,4
156, 玄武区 ,客户代表, 中财讯瑞昌财学院股份有限公司 ,6000-10000元/月,客户代表,大专,不限,5
157, 扬州 ,服务员, 常州市盛世成美餐饮有限公司 ,3000-5000元/月,服务员,高中,不限,0
158, 江宁区 ,8千起随车员+无需装卸货, 吉宝通讯（南京）有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
159, 将军大道 ,英华达厂区招募中心报名处, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
160, 秦虹 ,新房销售底薪4000起, 南京中原地产 ,4000-8000元/月,置业顾问,不限,不限,4
161, 南京 ,高薪诚聘业务+8000, 中国平安人寿保险股份有限公司… ,10000-20000元/月,销售代表,不限,不限,2
162, 将军大道 ,厂区安检+包吃住年轻优先, 南京仙龙人力资源有限公司 ,4200-5200元/月,保安,不限,不限,5
163, 南京 ,建邺送餐8千+年终奖配车, 南京乐兹餐饮管理有限公司 ,6000-12000元/月,送餐员,不限,不限,5
164, 浦口区 ,五险一金+业务员+包住, 南京然馨暖通工程有限公司 ,5000-8000元/月,销售代表,不限,不限,3
165, 湖南路 ,五星电器南京分部发展部长, 江苏五星电器有限公司 ,6000-8000元/月,选址拓展/新店开发,大专,3-5年,3
166, 金陵小区 ,幕府家园电信业务受理员, 南京卡西特蒙贸易有限责任公司 ,3000-5000元/月,销售代表,不限,不限,5
167, 江宁区 ,英华达厂区高薪招聘包食宿, 南京可玉劳务服务有限公司 ,3500-5000元/月,普工,不限,不限,5
168, 秦淮区 ,可应届+4k自动化工程师, 软世通信息科技集团有限公司 ,5000-8000元/月,自动化工程师,大专,不限,5
169, 将军大道 ,8K随车员+可学徒+食宿, 南京瀚宇彩欣科技有限责任公司 ,5800-8000元/月,物流专员/助理,不限,不限,5
170, 鼓楼区 ,热河南路6k聘快递员包住, 德邦物流 ,5000-8000元/月,快递员,不限,不限,5
171, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
172, 江宁区 ,月8千随车员+5天8小时, 瀚宇彩欣科技（南京）有限责任… ,8000-12000元/月,物流专员/助理,不限,不限,5
173, 将军大道 ,6千厂区（客服）长白班, 英华达（南京）科技有限公司 ,4500-6000元/月,普工,不限,不限,5
174, 秦虹 ,品牌开发商房产销售4千底, 南京中原地产 ,4000-8000元/月,销售代表,中专,不限,4
175, 开发区 ,华宝厂区招募中心报名处, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
176, 将军大道 ,5千食品厂+包食宿可大龄, 南京旺旺食品有限公司 ,4500-6500元/月,普工,不限,不限,5
177, 南京 ,雨花区送外卖8千+提供车, 南京乐兹餐饮管理有限公司 ,6000-12000元/月,送餐员,不限,不限,5
178, 湖南路 ,五星电器南京分部市场拓展, 江苏五星电器有限公司 ,面议,市场拓展,大专,1-2年,3
179, 秦淮区 ,可应届美工平面/网页设计, 软世通信息科技集团有限公司 ,3000-5000元/月,平面设计,大专,不限,5
180, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
181, 江宁区 ,7千起薪游戏开发无需经验, 南京鸿圣人力资源服务有限公司 ,6000-9000元/月,UI设计,不限,不限,5
182, 秦虹 ,新房渠道销售底薪4000, 南京中原地产 ,4000-8000元/月,销售代表,中专,不限,3
183, 将军大道 ,英华达高薪招聘+稳定轻松, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
184, 南京 ,江宁送外卖8千+食宿配车, 南京乐兹餐饮管理有限公司 ,6000-12000元/月,送餐员,不限,不限,5
185, 将军大道 ,5千电子厂+不穿无尘服, 英华达(南京)科技有限公司 ,4500-6800元/月,普工,不限,不限,5
186, 湖南路 ,五星电器南京分部门店店长, 江苏五星电器有限公司 ,5000-8000元/月,店长/卖场经理,大专,3-5年,3
187, 秦淮区 ,三维建模园林设计双休, 软世通信息科技集团有限公司 ,4000-6000元/月,园林景观设计师,大专,不限,5
188, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
189, 江宁区 ,限量招聘5500无需经验, 吉宝通讯（南京）有限公司 ,5200-6300元/月,操作工,不限,不限,5
190, 秦虹 ,南京新房销售月入过万, 南京中原地产 ,6000-12000元/月,置业顾问,中专,不限,4
191, 鼓楼区 ,新街口急聘医拍摄影师学。, 南京市鼓楼区梦之初摄影中心 ,3000-5000元/月,摄影师/摄像师,中专,不限,1
192, 建邺区 ,底薪4到8千健身咨询管家, 正势能健身 ,6000-12000元/月,运动健身其他,大专,不限,2
193, 中央门 ,游戏界面设计助理双休, 北京汇众益智科技有限公司南京… ,5000-8000元/月,游戏界面设计师,不限,不限,5
194, 开发区 ,华宝高薪招聘当天安排吃住, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
195, 秦淮区 ,APP界面/UI设计双休, 软世通信息科技集团有限公司 ,5000-8000元/月,UI设计,大专,不限,5
196, 江宁区 ,8K配送+退伍优先+学徒, 南京瀚宇彩欣科技有限责任公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
197, 开发区 ,厂区招焊工福利薪资高。, 溢泰（南京）环保科技有限公司 ,5000-6000元/月,切割/焊工,不限,不限,5
198, 秦虹 ,新房渠道销售底薪4000, 南京中原地产 ,4000-8000元/月,其他职位,中专,不限,4
199, 开发区 ,华宝电子厂厂区招聘包食宿, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
200, 秦淮区 ,测绘工程师/项目经理, 软世通信息科技集团有限公司 ,5000-8000元/月,测绘/测量,大专,不限,5
201, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
202, 秦虹 ,新房渠道销售底薪4000, 南京中原地产 ,4000-8000元/月,销售代表,中专,不限,3
203, 开发区 ,华宝厂家免费招聘包吃住, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
204, 秦淮区 ,web/H5前端开发实习, 软世通信息科技集团有限公司 ,5000-8000元/月,WEB前端开发,大专,不限,5
205, 江宁区 ,8K配送+退伍优先+学徒, 南京瀚宇彩欣科技有限责任公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
206, 秦虹 ,房产销售底薪4000, 南京中原地产 ,6000-12000元/月,置业顾问,不限,不限,4
207, 将军大道 ,英华达电子厂厂区招募中心, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
208, 秦淮区 ,3千起聘办公室文员+双休, 软世通信息科技集团有限公司 ,3000-5000元/月,文员,大专,不限,5
209, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
210, 秦虹 ,新房销售置业顾问底薪4K, 南京中原地产 ,4000-8000元/月,置业顾问,中专,不限,4
211, 将军大道 ,英华达160一天+包吃住, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
212, 秦淮区 ,平面设计/ui/美工双休, 软世通信息科技集团有限公司 ,5000-8000元/月,平面设计,大专,不限,5
213, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
214, 秦虹 ,房产销售全国连锁品牌, 南京中原地产 ,4000-8000元/月,渠道专员,不限,不限,4
215, 秦淮区 ,手绘插画美工/不限专业, 软世通信息科技集团有限公司 ,4000-6000元/月,美编/美术设计,大专,不限,5
216, 开发区 ,华宝通讯厂家招普工包吃住, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
217, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
218, 秦虹 ,品牌开发商项目渠道销售, 南京中原地产 ,4000-8000元/月,置业顾问,中专,不限,4
219, 秦淮区 ,网页/广告/平面设计实习, 软世通信息科技集团有限公司 ,5000-8000元/月,平面设计,大专,不限,5
220, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
221, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
222, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
