,address,name,company,salary,type,edubg,experience,welfareNum
356, 新街口 ,新街口销售代表提供住宿, 南京天佑木美生物科技有限公司 ,8000-15000元/月,销售代表,不限,不限,3
357, 秦淮周边 ,全职家教6000+, 南京天佑木美生物科技有限公司 ,6000-8000元/月,家教,本科,不限,0
358, 新街口 ,健康顾问无责底薪3500, 南京天佑木美生物科技有限公司 ,8000-16000元/月,销售代表,不限,不限,2
359, 新街口 ,电话客服无责底薪3500, 南京天佑木美生物科技有限公司 ,7500-14000元/月,售前/售后服务,不限,不限,2
360, 新街口 ,会员维护专员无责3500, 南京天佑木美生物科技有限公司 ,8000-16000元/月,电话客服,不限,不限,2
361, 新街口 ,销售代表/有稳定客源包住, 南京天佑木美生物科技有限公司 ,8000-15000元/月,销售代表,不限,不限,2
362, 新街口 ,会员维护无责底薪3500, 南京天佑木美生物科技有限公司 ,8000-16000元/月,销售助理,不限,不限,2
363, 奥体 ,5000保底包食宿养生师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,按摩师,不限,1-2年,5
364, 中央门 ,直营店高提成急招导购, 南京青蒙贸易有限公司 ,3500-6000元/月,促销/导购员,中专,不限,4
365, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,中专,1-2年,5
366, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,不限,1-2年,5
367, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,不限,1-2年,5
368, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,不限,1-2年,5
369, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,不限,1-2年,5
370, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,不限,1-2年,5
371, 奥体 ,4600长保包食宿美甲师, 南京市建邺区润玉美容美体中心 ,5000-8000元/月,美甲师,不限,1-2年,5
372, 鼓楼区 ,女服务员3500包食宿, 鲔之享日式海洋料理 ,3300-3500元/月,服务员,不限,不限,3
373, 开发区 ,华宝厂家高薪招聘包吃住, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
374, 将军大道 ,英华达厂区高薪招聘包吃住, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
375, 中央门 ,游戏策划（实习）, 南京雨悟网络科技有限公司 ,面议,游戏策划,不限,不限,2
376, 玄武区 ,私密美疗师, 南京香醍菲尔化妆品有限公司 ,面议,美容导师,不限,不限,4
377, 南京 ,销售代表/底薪4k包食宿, 南京翊派环保科技有限公司 ,5000-8000元/月,销售经理/主管,高中,不限,5
378, 将军大道 ,英华达免费招聘+工资上涨, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
379, 鼓楼区 ,无责底薪+高提成销售, 南京中原房地产中介有限公司江… ,6000-12000元/月,电话销售,不限,不限,3
380, 将军大道 ,英华达厂家免费招聘包吃住, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
381, 茶南 ,话补+五险一金+售后专员, 南京曼塔克食品有限公司 ,面议,售前/售后服务,高中,1-2年,3
382, 滨江开… ,招聘采购人员兼发货, 南京宁力机械制造厂 ,3000-5000元/月,采购员,大专,不限,4
383, 东山 ,周末双休+五险一金+市场推广, 南京泓时企业管理有限公司 ,面议,市场经理/总监,大专,3-5年,4
384, 珠江路 ,高薪急招网络销售包住宿, 南京倬宸房产营销策划有限公司 ,5000-8000元/月,网络销售,中专,不限,5
385, 洪武路 ,踏浪网咖中山南收银员, 踏浪网咖 ,2900-4000元/月,收银员,大专,不限,2
386, 秦淮区 ,销售实习生4700包住, 南京邦顺房产营销策划有限公司 ,4000-8000元/月,销售代表,高中,不限,5
387, 南京 ,五险一金双休聘普工/技工, 南京真韩机械设备有限公司 ,3000-4500元/月,普工,不限,1-2年,5
388, 将军大道 ,英华达厂家高薪招聘包吃住, 英华达（南京）科技有限公司 ,4000-5500元/月,普工,不限,不限,5
389, 玄武门 ,高底薪高提成诚聘房产顾问, 南京我爱我家房屋租赁置换有限… ,5000-8000元/月,会籍顾问,大专,不限,5
390, 南京 ,毕业了加入中原赚第一桶金, 南京中原房地产中介有限公司江… ,6000-12000元/月,市场营销,中专,不限,3
391, 奥体 ,4600长保包食宿美甲师, 南京市建邺区润玉美容美体中心 ,5000-8000元/月,美甲师,不限,3-5年,5
392, 奥体 ,5000保底包食宿美容师, 南京市建邺区润玉美容美体中心 ,5000-10000元/月,美容师,不限,1-2年,5
393, 鼓楼区 ,上进学员年薪4万至10万, 南京市鼓楼区漂亮女人美容院 ,5000-8000元/月,美容师,不限,不限,2
394, 栖霞区 ,酒店前台3500以上, 上海尹杨商务咨询有限公司 ,3000-5000元/月,前台/接待,不限,不限,3
395, 溧水开… ,客车厂招焊工W, 南京金龙客车制造有限公司 ,5000-7000元/月,切割/焊工,不限,1-2年,3
396, 江浦 ,高薪销售+五险+包住, 南京优租寓网络科技有限公司 ,8000-12000元/月,销售代表,中专,不限,5
397, 江浦 ,高薪租赁销售+住宿, 南京优租寓网络科技有限公司 ,9000-15000元/月,置业顾问,不限,不限,5
398, 秦淮周边 ,宜信招聘渠道经理, 宜信普惠 ,10000-15000元/月,渠道/分销经理/主管,大专,1-2年,3
399, 凤凰西街 ,互联网端口销售10k, 北京五八信息技术有限公司南京… ,5000-10000元/月,电子商务专员/助理,大专,不限,3
400, 建邺区 ,c送餐员+住+五险, 南京超集筷电子商务有限公司 ,6000-8000元/月,送餐员,不限,不限,2
401, 开发区 ,底薪4000+五险+提成, 南京加倍康生物科技有限公司 ,8000-12000元/月,销售代表,不限,不限,5
402, 玄武区 ,兴业银行商务拓展经理, 兴业银行南京分行南京管理部 ,5200-10000元/月,销售代表,大专,不限,4
403, 新街口 ,平安好车汽车销售双休, 中国平安人寿保险股份有限公司… ,12000-20000元/月,汽车销售,大专,不限,4
404, 秦淮区 ,行政助理, 南京信满诚房地产营销顾问有限… ,3000-4000元/月,文员,大专,不限,2
405, 沿江 ,上市公司浦口区诚招销售, 我爱我家硅谷店 ,5000-8000元/月,销售代表,大专,不限,5
406, 玄武区 ,五险一金展厅销售4k起, 南京古竹千风艺术品有限公司 ,5000-8000元/月,销售代表,大专,1-2年,4
407, 江宁区 ,6千客服长白班+可实习, 南京喜点莙食品有限公司 ,3000-6000元/月,电话客服,不限,不限,5
408, 燕子矶 ,销售代表5000+奖金, 南京好邻居房地产代理销售有限… ,8000-12000元/月,销售代表,高中,不限,2
409, 宁南 ,超高福利高薪资营销主管, 东临驰骏 ,10000-20000元/月,销售经理/主管,不限,1-2年,5
410, 华侨路 ,网络销售薪资5k五险双休, 伯恩君商贸 ,5000-10000元/月,网络销售,不限,不限,3
411, 将军大道 ,8千厂区（随车员）可学徒, 英华达（南京）科技有限公司 ,5000-8000元/月,物流专员/助理,不限,不限,5
412, 栖霞区 ,叉车工包吃住月5K待遇好, 南京LG新港新技术有限公司 ,5000-5213元/月,普工,不限,不限,3
413, 建邺区 ,综合性金融销售代表, 中国平安金融集团有限公司 ,面议,销售代表,不限,不限,1
414, 秦淮区 ,不押工资招包裹拣货包吃住, 南京金丝鸟通信器材有限公司 ,4000-7000元/月,分拣员,不限,不限,5
415, 南京 ,车险续保专员（双休）, 南京最爱汽车服务有限公司 ,5000-8000元/月,电话销售,不限,不限,4
416, 新街口 ,贷款专员双休高薪, 中国平安人寿保险股份有限公司… ,12000-20000元/月,信贷管理/资信评估/分析,高中,不限,4
417, 秦淮区 ,包吃住急招收银员, 南京市秦淮区盛典足部保健中心 ,5000-8000元/月,收银员,不限,不限,5
418, 江宁区 ,8k随车员+可学徒+食宿, 英华达（南京）科技有限公司 ,5000-8000元/月,物流专员/助理,不限,不限,5
419, 鼓楼周边 ,贷款催收专员（双休五险）, 南京卡罗帝亚贸易有限公司 ,5000-8000元/月,金融投资其他,技校,不限,3
420, 鼓楼区 ,新街口急聘医拍摄影师学。, 南京市鼓楼区梦之初摄影中心 ,3000-5000元/月,摄影师/摄像师,中专,不限,1
421, 应天西路 ,Java软件开发, 南京镭雅网络科技有限公司 ,面议,Java开发工程师,大专,1-2年,5
422, 江宁区 ,5K操作工+包食宿+夫妻, 南京富宜电子科技 ,4500-5500元/月,普工,不限,不限,5
423, 建邺区 ,客户经理5千至8千, 中国平安金融集团有限公司 ,5000-8000元/月,客户经理/主管,高中,不限,5
424, 秦淮区 ,当天安排食宿月五千搬运工, 南京金丝鸟通信器材有限公司 ,4000-8000元/月,装卸/搬运工,不限,不限,4
425, 建邺区 ,电话客服底薪4500, 硕房地产 ,10000-20000元/月,电话客服,不限,不限,5
426, 南京 ,家装业务员, 南京广田荣欣装潢设计有限公司 ,2500-5000元/月,室内装潢设计,不限,不限,1
427, 新街口 ,车险专员双休, 中国平安人寿保险股份有限公司… ,8000-12000元/月,车险专员,高中,不限,4
428, 奥体 ,奥体兴隆大街便利店收银员, 南京司菡酒店管理有限公司 ,3400-3800元/月,收银员,高中,不限,3
429, 江宁区 ,厂区便利店招聘长白班, 南京正丞天电子科技有限公司 ,3400-3800元/月,服务员,不限,不限,5
430, 建邺区 ,T内部直招高薪送餐员, 南京超集筷电子商务有限公司 ,6000-8000元/月,送餐员,不限,不限,2
431, 迈皋桥 ,5000底薪+高提成, 南京好邻居房地产代理销售有限… ,8000-12000元/月,销售代表,高中,不限,2
432, 开发区 ,厂区长短工包吃住五险/, 南京羽屹汽车零部件有限公司 ,5000-8000元/月,普工,不限,不限,5
433, 将军大道 ,5千安保/待遇好/名额少, 南京新创物业管理有限公司 ,4200-5500元/月,保安,不限,不限,5
434, 雨花台区 ,薪资6000旅游会务接待, 南京寿乐生物科技有限公司 ,5000-6000元/月,后勤,高中,不限,5
435, 将军大道 ,8千人事文员/双休/福利, 南京仙龙人力资源有限公司 ,6000-9500元/月,人事专员/助理,不限,不限,5
436, 东山 ,5K高薪诚招人事助理, 中国人寿保险股份有限公司南京… ,5000-8000元/月,人事专员/助理,高中,不限,4
437, 将军大道 ,9千文员/双休/轻松奖金, 南京仙龙人力资源有限公司 ,6000-9500元/月,人事专员/助理,不限,不限,5
438, 将军大道 ,5千安保/食宿五险/轻松, 南京仙龙人力资源有限公司 ,4200-5500元/月,保安,不限,不限,5
439, 栖霞 ,直招送餐员, 南京远山云网络科技有限公司 ,面议,送餐员,不限,不限,5
440, 鼓楼区 ,置业顾问+四千底薪+提成, 南京中原房地产中介有限公司 ,4000-8000元/月,置业顾问,高中,不限,5
441, 鼓楼区 ,中原地产底薪四千+高提成, 南京中原房地产中介有限公司 ,4000-8000元/月,置业顾问,高中,不限,5
442, 晓庄 ,英语教师, 尚墨教育 ,5000-10000元/月,教师/助教,大专,1-2年,3
443, 尧化 ,医院检验师（待遇好）, 南京万寿医院 ,4500-8000元/月,化验/检验科医师,不限,不限,1
444, 江宁区 ,包吃住+保险+接受聋哑人, 南京嘉峰人力资源有限公司 ,5000-8000元/月,普工,不限,不限,5
445, 浦口区 ,底薪4k+高提+自由, 南京九家房产经纪有限公司浦口… ,6000-12000元/月,销售代表,不限,不限,5
446, 将军大道 ,9千文员/绩效/白班双休, 南京仙龙人力资源有限公司 ,6000-9500元/月,人事专员/助理,不限,不限,5
447, 将军大道 ,5千普工+食宿+五险一金, 华宝通讯（南京）有限公司 ,4500-5500元/月,普工,不限,不限,5
448, 夫子庙 ,包吃住急招收银员, 南京市秦淮区盛典足部保健中心 ,3000-5000元/月,收银员,不限,不限,5
449, 秦淮区 ,急招客服收银5000左右, 南京市秦淮区盛典足部保健中心 ,面议,收银员,不限,不限,5
450, 新街口 ,4700底薪招碧桂园电销, 南京茂辰房地产营销策划有限公司 ,5000-8000元/月,销售代表,高中,不限,5
451, 将军大道 ,5千包装工+坐班+绩效, 溢泰（南京）环保科技有限公司 ,4500-5500元/月,普工,不限,不限,5
452, 将军大道 ,5千操作工/包食宿/五险, 华宝通讯（南京）有限公司 ,4000-5500元/月,普工,不限,不限,5
453, 福建路 ,区域销售月薪可过万, 南京文森特食品贸易有限公司 ,3000-5000元/月,业务拓展经理/主管,高中,1-2年,5
454, 福建路 ,文森特食品+销售代表, 南京文森特食品贸易有限公司 ,8000-12000元/月,销售代表,中专,不限,5
455, 将军大道 ,5千操作工/入职快/坐班, 英华达(南京)科技有限公司 ,4000-5500元/月,普工,不限,不限,5
456, 将军大道 ,5千质检/食宿坐班/奖金, 英华达(南京)科技有限公司 ,4000-5500元/月,普工,不限,不限,5
457, 建邺区 ,底薪4到8千健身咨询管家, 正势能健身 ,6000-12000元/月,运动健身其他,大专,不限,2
458, 开发区 ,钣金设计工程师制图, 南京富博电气科技有限公司 ,4000-7000元/月,工业设计,不限,1-2年,4
459, 鼓楼区 ,周末双休+投资理财顾问, 中国平安人寿保险股份有限公司… ,8000-12000元/月,投资/理财顾问,高中,不限,1
460, 将军大道 ,5千质检/当天入职/坐班, 瀚宇彩欣科技有限公司 ,4200-5500元/月,普工,不限,不限,5
461, 将军大道 ,5千普工+五险+食宿坐班, 华宝通讯（南京）有限公司 ,4200-5500元/月,普工,不限,不限,5
462, 福建路 ,健康产业门店店长可实习, 南京文森特食品贸易有限公司 ,面议,销售经理/主管,不限,不限,4
463, 江宁区 ,一单过万+最强房产销售, 南京睿盛置业投资顾问有限公司 ,5000-8000元/月,房产客服,不限,不限,5
464, 福建路 ,销售无需找客户, 南京文森特食品贸易有限公司 ,面议,电话销售,不限,不限,5
465, 将军大道 ,8千物流/可预支/可培训, 英华达(南京)科技有限公司 ,5500-8500元/月,物流专员/助理,不限,不限,5
466, 鼓楼区 ,一手楼盘/二手房底薪提成, 南京中原房地产中介有限公司 ,面议,销售代表,高中,不限,5
467, 建宁路 ,诚聘南京菜肴厨师长, 南京市鼓楼区金川菜馆 ,8000-12000元/月,厨师/厨师长,不限,10年以上,3
468, 将军大道 ,8千厂区（随车员）可学徒, 英华达（南京）科技有限公司 ,5000-8000元/月,物流专员/助理,不限,不限,5
469, 将军大道 ,5千普工/当天入职/五险, 瀚宇彩欣科技有限公司 ,4500-5500元/月,普工,不限,不限,5
470, 将军大道 ,5千普工/待遇好/名额少, 英华达(南京)科技有限公司 ,4200-5500元/月,普工,不限,不限,5
471, 福建路 ,会计或统计, 南京文森特食品贸易有限公司 ,面议,会计/会计师,技校,不限,5
472, 福建路 ,会计, 南京文森特食品贸易有限公司 ,2000-3000元/月,会计/会计师,高中,不限,5
473, 将军大道 ,6k文员+五险+长白班, 南京仙龙人力资源有限公司 ,4500-6000元/月,普工,不限,不限,5
474, 南京 ,店长助理, 南京易缘工艺品公司 ,3200-5000元/月,行政专员/助理,大专,不限,3
475, 江宁区 ,喜之郎待遇好免体检入职快, 速聘 ,4050-5510元/月,普工,不限,不限,5
476, 东山 ,文员, 臻品德 ,5000-8000元/月,文员,不限,不限,3
477, 江宁区 ,南京厂高工资可选舒适岗位, 英华达（南京）科技有限公司 ,3000-5000元/月,普工,不限,不限,4
478, 江宁区 ,高薪急招手机组装月薪4千, 速聘 ,4000-5000元/月,普工,不限,不限,5
479, 南京 ,店面行政主任, 江苏易泽缘文化发展有限公司 ,3000-5000元/月,后勤,大专,不限,3
480, 将军大道 ,销售主管底薪加提成包住, 舒而康 ,4000-8000元/月,销售经理/主管,大专,不限,4
481, 将军大道 ,配送员+长短途+五险一金, 南京飞腾电子科技有限公司 ,6000-8000元/月,物流专员/助理,不限,不限,5
482, 南京周边 ,按摩技师服务员, 南京博阁酒店管理有限公司 ,4000-5000元/月,保健按摩其他,不限,不限,5
483, 玄武周边 ,高薪服务员+奖金+提成, 南京博阁酒店管理有限公司 ,5000-8000元/月,娱乐厅服务员,不限,不限,4
484, 鼓楼区 ,高薪招按摩师包食宿, 南京博阁酒店管理有限公司 ,3000-5000元/月,按摩师,不限,不限,4
485, 安德门 ,建邺天猫在线客服/双休, 南京网瀚信息科技有限公司 ,3000-5000元/月,淘宝客服,高中,不限,4
486, 仙林 ,招高学历销售新手免费带教, 乐有家房产 ,3500-5500元/月,客户代表,大专,1年以下,5
487, 仙林 ,5000急招行政文员, 乐有家房产 ,4000-6000元/月,行政专员/助理,大专,不限,5
488, 仙林 ,全国连锁房产经纪公司直聘, 乐有家房产 ,4000-8000元/月,房产经纪人,高中,不限,5
489, 湖熟 ,南京蔚蓝新材料科技有限公, 蔚蓝新科 ,4000-6000元/月,磨工/冲压工,不限,不限,3
490, 玄武区 ,影楼化妆学校招学员返学费, 南京今生有约婚纱摄影有限公司 ,5000-8000元/月,化妆师,不限,不限,3
491, 开发区 ,朝九晚六房产经纪人, 南京市江宁区维塔斯房产经纪服… ,8000-12000元/月,房产经纪人,不限,不限,3
492, 兴隆 ,网络客服双休包住宿, 江苏华付集团 ,4000-8000元/月,客服专员/助理,高中,不限,3
493, 玄武区 ,电话催收员, 广东德律信用管理股份有限公司… ,5000-10000元/月,电话销售,不限,不限,5
494, 中央门 ,销售跟单, 南京市鼓楼区叶林皮具经营部 ,3000-5000元/月,销售业务跟单,大专,1-2年,5
495, 雨花台区 ,互联网精英包住高薪, 南京千呼通讯科技有限公司 ,面议,销售经理/主管,不限,不限,4
496, 建邺区 ,客服（大堂助理）包吃住, 佳兆业物业管理（深圳）有限公… ,4500-5000元/月,客服专员/助理,中专,1年以下,2
497, 浦口区 ,桥北沃尔玛招聘网购主管, 沃尔玛（中国）投资有限公司 ,3000-5000元/月,客服经理/主管,大专,不限,3
498, 玄武区 ,足疗按摩师9000+食宿, 足凌轩 ,9000-18000元/月,足疗师,不限,不限,2
499, 白下区 ,新媒体运营, 南京一科赛艇软件技术有限公司 ,4000-8000元/月,媒介专员/助理,不限,不限,3
500, 开发区 ,底薪3500+提成+双休, 南京加倍康生物科技有限公司 ,12000-20000元/月,电话销售,不限,不限,5
501, 秦淮区 ,销售+五险+无责3000, 南京中鑫汇文化艺术有限公司 ,5000-8000元/月,销售代表,大专,不限,1
502, 玄武区 ,大厅男女服务员包食宿, 南京海满牛餐饮服务有限公司 ,3000-5000元/月,服务员,不限,不限,5
503, 三牌楼 ,销售代表4k五险一金双休, 江苏千贝业投资管理有限公司 ,3000-5000元/月,销售代表,不限,不限,3
504, 江宁区 ,英华达普工+五险一金, 南京英华达科技有限公司人事部 ,4000-5000元/月,普工,不限,不限,4
505, 江宁区 ,电子厂五险一金+食宿, 南京英华达科技有限公司人事部 ,4000-5000元/月,普工,不限,不限,4
506, 仙林 ,4000+底薪招销售代表, 乐有家房产 ,3300-5000元/月,网络销售,不限,不限,5
507, 仙林 ,4k起招收无经验要求销售, 乐有家房产 ,3500-5500元/月,置业顾问,高中,不限,5
508, 华侨路 ,渠道专员包住双休, 江苏华付集团 ,5000-10000元/月,销售代表,不限,不限,3
509, 江宁周边 ,江宁万达聘导购底薪3千起, 上海HPLY品牌女装 ,5000-8000元/月,促销/导购员,中专,1-2年,4
510, 秦淮区 ,平安证券经纪人, 中国平安人寿保险股份有限公司… ,5000-8000元/月,证券/期货/外汇经纪人,大专,1-2年,4
511, 建邺区 ,总监无责底薪6千到1万+, 南京华丽汇化妆品有限公司 ,10000-15000元/月,销售总监,不限,3-5年,3
512, 建邺区 ,高级美容导师, 南京华丽汇化妆品有限公司 ,4000-8000元/月,美容导师,不限,1-2年,0
513, 秣陵 ,高薪招聘催收专员, 杭州中畅企业管理有限公司 ,12000-20000元/月,信贷管理/资信评估,不限,不限,3
514, 南京 ,金融管培生, 中国平安人寿保险股份有限公司… ,6000-8000元/月,储备经理人,不限,不限,3
515, 栖霞区 ,汽配公司业务销售助理, 美合汽车 ,面议,零配件销售,中专,不限,2
516, 建邺区 ,品牌经理无责底薪5000, 南京华丽汇化妆品有限公司 ,5000-10000元/月,销售经理/主管,不限,1-2年,3
517, 秦淮区 ,汽车厂五险一金待遇从优, 集团招募部 ,4500-5500元/月,操作工,不限,不限,5
518, 秦淮区 ,数控厂五险一金月5千+, 集团招募部 ,4500-5500元/月,操作工,不限,不限,5
519, 东山 ,会计4000, 臻品德 ,3000-5000元/月,税务专员/助理,不限,不限,3
520, 栖霞区 ,韩国LG约韩国妹丨保五千, 金树优职 ,5000-10000元/月,普工,不限,不限,5
521, 华侨路 ,年薪百万金融销售主管, 中国平安 ,面议,销售经理/主管,本科,不限,3
522, 桥北 ,浦泰二期门店招销售精英, 南京美芝嘉房地产经纪有限公司 ,8000-12000元/月,网络销售,不限,不限,4
523, 鼓楼区 ,美导老师, 北京嘉域祥美持久化妆品有限公司 ,12000-20000元/月,美容导师,不限,不限,5
524, 三牌楼 ,团队经理6k双休五险一金, 江苏千贝业投资管理有限公司 ,5000-8000元/月,销售经理/主管,大专,1-2年,3
525, 仙林 ,栖霞马群销售代表业务员, 乐有家房产 ,4500-6000元/月,网络销售,高中,不限,5
526, 鼓楼区 ,新城市广场聘销售3400, 上海HPLY品牌女装 ,18-32元/月,促销/导购员,中专,1年以下,4
527, 华侨路 ,招聘专员双休五险, 江苏华付集团 ,4000-7000元/月,人事行政其他,中专,不限,3
528, 南京 ,发型师/设计师1万+, 南京嘛噜咿美发有限公司 ,12000-20000元/月,发型师,不限,不限,4
529, 宁海路 ,电话销售, 北京中科福元生物科技有限公司… ,5000-8000元/月,电话销售,不限,不限,2
530, 宁海路 ,电话营销员, 北京中科福元生物科技有限公司… ,3000-5000元/月,电话销售,高中,不限,2
531, 南京 ,电话客服坐席/六险一金, 南京誉烽信和商务信息咨询有限… ,4000-6000元/月,客服专员/助理,不限,不限,5
532, 白下区 ,淘宝运营师助理应届生, 南京一科赛艇软件技术有限公司 ,3000-5000元/月,淘宝客服,高中,不限,3
533, 珠江路 ,周末双休+年底双薪+销售代表, 南京摩尔龙信息科技有限公司 ,8000-12000元/月,电话销售,高中,不限,3
534, 秦淮周边 ,包吃+包住+机修工主修工, 苏欧汽修 ,5000-7000元/月,汽车/摩托车修理,不限,3-5年,3
535, 秦虹 ,新房渠道销售底薪4000, 南京中原地产 ,4000-8000元/月,房产经纪人,中专,不限,4
536, 华侨路 ,一份销售工作十六份收入, 中国平安 ,10000-20000元/月,销售经理/主管,本科,不限,3
537, 南京 ,诚聘技师日保3000, 南京利尔酒店管理有限公司 ,面议,按摩师,不限,不限,5
538, 秦淮区 ,包食宿培训老师/餐饮研发, 南京雅之食企业管理服务有限公司 ,3000-5000元/月,食品/饮料研发/检验,不限,不限,2
539, 红花 ,急招网约车司机, 南京左撇子汽车服务有限公司 ,8000-12000元/月,商务司机,不限,不限,0
540, 新街口 ,高薪急聘化妆师可兼职日薪, 苏州顺耀酒店管理有限公司 ,5000-8000元/月,化妆师,不限,不限,4
541, 新街口 ,急聘包厢女服务员, 南京海满牛餐饮服务有限公司 ,面议,娱乐厅服务员,不限,不限,5
542, 仙林 ,挑战高薪不甘平凡, 乐有家房产 ,4500-7000元/月,区域销售,高中,不限,5
543, 鼓楼区 ,HG新城市店员3400起, 上海HPLY品牌女装 ,5000-8000元/月,店员/营业员,中专,1-2年,4
544, 鼓楼区 ,HG南京新城市高薪招导购, 上海HPLY品牌女装 ,5000-8000元/月,促销/导购员,中专,1-2年,4
545, 鼓楼区 ,HPLY新城市3千招导购, 上海HPLY品牌女装 ,5000-8000元/月,促销/导购员,中专,1-2年,4
546, 南京 ,1万+招中央空调安装工, 南京正浩电器维修有限公司 ,8000-13000元/月,制冷/水暖工,不限,不限,0
547, 建邺区 ,晋升机会+大平台美容导师, 南京华丽汇化妆品有限公司 ,8000-12000元/月,美容导师,不限,不限,2
548, 栖霞区 ,汽配公司全职驾驶员, 美合汽车 ,3500-5000元/月,零配件销售,中专,不限,2
549, 赛虹桥 ,渠道经理底薪+提成, 南京鑫银汇金融信息服务有限公司 ,4500-9000元/月,渠道/分销总监,不限,1-2年,5
550, 白下区 ,新媒体运营, 南京一科赛艇软件技术有限公司 ,4000-8000元/月,市场专员/助理,高中,不限,3
551, 南京 ,电话客服坐席/六险一金, 南京誉烽信和商务信息咨询有限… ,4000-6000元/月,电话客服,不限,不限,5
552, 南京 ,电话客服（包住双休）, 南京最爱汽车服务有限公司 ,5000-8000元/月,客服专员/助理,不限,不限,3
553, 华侨路 ,选择大于努力思路决定出路, 中国平安 ,5000-10000元/月,销售经理/主管,大专,不限,3
554, 夫子庙 ,印章公司招学徒, 领头羊财务公司 ,4000-8000元/月,平面设计,大专,1年以下,5
555, 江宁区 ,新年首批诚聘简单万能工, 速聘 ,3660-4880元/月,普工,不限,不限,5
556, 仙林 ,乐有家4K起+社保+高提, 乐有家房产 ,3300-4500元/月,电话销售,大专,不限,5
557, 将军大道 ,家用园林制造设备工具生产, 速聘 ,3968-5220元/月,普工,不限,不限,5
558, 仙林 ,4500底+社保+月休6, 乐有家房产 ,4500-8500元/月,网络销售,高中,不限,5
559, 仙林 ,每周休息1.5天网销员, 乐有家房产 ,4500-7000元/月,网络销售,高中,不限,5
560, 仙林 ,3千化妆助理+大影楼学习, 南京今生有约婚纱摄影有限公司 ,2000-3000元/月,化妆师,高中,不限,4
561, 兴隆 ,日用百货销售包住双休, 江苏华付集团 ,5000-10000元/月,销售代表,不限,不限,3
562, 栖霞区 ,化学新能源包吃住月4K5, 南京LG新港新技术有限公司 ,4126-5345元/月,普工,不限,不限,4
563, 新街口 ,双休不加班的贷款专员, 南京步鑫投资管理有限公司 ,8000-12000元/月,信贷管理/资信评估,大专,不限,5
564, 东山 ,房地产市场专员3000, 臻品德 ,5000-10000元/月,市场营销,不限,不限,3
565, 华侨路 ,底薪3400+每天四小时, 中国平安 ,5000-10000元/月,销售代表,大专,不限,3
566, 鼓楼区 ,销售总监, 北京嘉域祥美持久化妆品有限公司 ,15000-20000元/月,销售代表,不限,3-5年,5
567, 南京 ,电话客服（早九晚五双休）, 南京最爱汽车服务有限公司 ,面议,售前/售后服务,不限,不限,3
568, 高新 ,浦口包吃住聘楼层经理主管, 南京金元宝快餐发展有限责任公司 ,3500-5000元/月,餐饮管理,高中,1-2年,2
569, 白下区 ,酒店西餐厅服务员+包食宿, 南京海满牛餐饮服务有限公司 ,3000-6000元/月,服务员,不限,不限,5
570, 新街口 ,诚聘收银员前台接待包食宿, 苏州顺耀酒店管理有限公司 ,5000-8000元/月,收银员,不限,不限,5
571, 东山 ,周末双休+五险一金+市场推广, 南京泓时企业管理有限公司 ,面议,市场经理/总监,大专,3-5年,4
572, 大行宫 ,话补+饭补+月薪过万高薪+销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
573, 南京 ,包住+五险一金+南京急招招生顾, 南京谐休教育咨询有限公司 ,5000-8000元/月,招生/课程顾问,大专,不限,4
574, 江宁区 ,送餐员日赚300不封顶, 上海拉扎斯信息科技公司 ,8000-12000元/月,送餐员,不限,不限,5
575, 鼓楼区 ,诚聘前台客服, 南京耀琳文化传播有限公司 ,面议,前台/总机/接待,不限,不限,3
576, 新街口 ,诚聘前台接待收银员包食宿, 苏州顺耀酒店管理有限公司 ,5000-8000元/月,前台/总机/接待,不限,不限,5
577, 禄口 ,房产经纪人, 利众集团 ,5000-10000元/月,销售助理,不限,不限,0
578, 南京 ,A招聘普工五险一金包吃住, 奥特佳（南京）祥云冷机有限公司 ,3000-5000元/月,普工,不限,不限,5
579, 燕子矶 ,会籍顾问, 火力全开健身房 ,5000-8000元/月,运动健身其他,不限,不限,2
580, 华侨路 ,保险经纪人8K+双休, 中国平安综合金融 ,5000-10000元/月,销售代表,大专,不限,5
581, 栖霞区 ,包吃住交五险月4K当天进, 南京LG新港新技术有限公司 ,4000-5000元/月,普工,不限,不限,4
582, 江宁区 ,招聘人事专员m, 南京仙龙人力资源有限公司 ,4500-6800元/月,行政专员/助理,不限,不限,0
